monto,hora,intentos,distancia,antiguedad,es_fraude
725.34,5,0,23.02,130,0
55.72,16,0,22.48,402,0
446.53,9,0,44.63,909,0
205.45,19,0,13.57,604,0
84.63,5,0,8.65,458,0
183.22,15,0,2.13,459,0
82.81,7,0,6.82,177,0
1006.91,8,0,0.51,798,0
345.98,21,0,54.36,94,0
123.42,23,0,22.43,681,0
231.38,8,0,27.32,473,0
543.13,12,0,20.24,450,0
1587.78,11,0,49.75,93,0
1314.72,23,0,19.42,445,0
679.38,0,0,19.77,861,0
1007.3,3,0,8.08,52,0
1834.1,11,0,4.1,885,0
379.22,6,0,9.13,579,0
660.46,13,0,4.64,742,0
999.82,18,0,57.69,415,0
57.1,3,0,5.52,480,0
1961.2,0,0,15.32,159,0
134.32,22,0,2.43,57,0
442.84,16,0,5.76,339,0
108.01,21,0,21.34,938,0
69.31,14,0,10.23,74,0
887.24,3,0,2.56,327,0
1343.0,17,0,0.9,325,0
807.36,19,1,3.12,267,0
864.21,12,0,2.43,814,0
454.55,22,1,34.22,99,0
433.86,2,0,3.66,223,0
218.65,17,0,14.62,579,0
2745.09,17,0,30.41,912,0
241.99,23,0,41.93,248,0
1406.18,20,0,5.9,722,0
1996.69,0,0,52.44,403,0
877.63,3,0,10.71,935,0
687.48,12,2,8.33,477,0
518.68,1,0,3.72,971,0
107.5,19,0,32.15,168,0
91.22,4,0,47.58,972,0
1156.94,9,0,10.68,22,0
240.92,7,0,4.56,94,0
671.13,23,0,9.48,227,0
166.96,8,0,40.64,244,0
676.46,10,0,6.39,689,0
384.16,2,0,25.66,232,0
20.35,11,0,4.1,922,0
237.42,23,0,4.45,772,0
205.76,0,0,3.04,214,0
224.75,23,0,5.24,41,0
1893.9,2,0,12.1,936,0
321.41,9,0,11.58,101,0
1030.69,22,0,33.55,632,0
739.28,3,0,10.85,579,0
327.54,17,0,2.47,994,0
1710.5,17,0,2.48,246,0
2355.56,15,0,12.64,616,0
1013.13,22,0,42.35,434,0
623.53,6,1,8.99,67,0
980.58,11,0,5.43,865,0
513.98,10,0,13.08,719,0
134.4,22,0,34.44,909,0
1703.84,3,0,1.38,50,0
1272.93,2,1,43.02,815,0
756.41,21,0,29.36,595,0
644.73,1,0,8.86,652,0
308.57,0,0,16.98,275,0
1065.76,15,0,13.0,897,0
169.14,6,0,2.96,944,0
625.35,2,0,21.7,136,0
39.05,20,0,46.35,676,0
268.45,18,0,6.92,604,0
96.2,5,0,4.72,96,0
53.83,16,0,13.07,164,0
2683.36,14,0,26.84,800,0
2159.23,3,0,13.46,871,0
367.78,8,0,25.01,475,0
70.68,11,0,4.22,995,0
463.62,6,0,2.36,53,0
1659.38,20,0,67.99,146,0
885.44,7,0,19.04,606,0
762.11,16,0,7.98,77,0
93.22,3,0,9.16,691,0
136.04,4,0,27.59,712,0
821.13,3,0,47.0,966,0
963.64,7,0,22.76,21,0
1954.83,20,0,12.22,519,0
846.13,4,0,7.78,293,0
373.2,13,0,8.38,214,0
547.09,8,0,5.86,542,0
701.18,2,0,32.67,160,0
445.4,10,0,73.33,491,0
1799.24,21,0,11.2,161,0
316.45,13,0,41.29,891,0
222.59,4,1,53.76,165,0
206.9,20,0,14.1,482,0
911.05,6,1,4.35,517,0
152.77,15,0,55.69,521,0
311.9,4,0,34.36,151,0
1726.21,0,0,4.42,793,0
238.34,16,0,5.99,137,0
1077.5,1,0,17.86,209,0
87.94,5,0,17.5,150,0
390.86,23,0,10.95,953,0
288.46,22,0,12.55,476,0
230.08,11,0,24.38,880,0
905.11,16,0,1.5,432,0
1469.23,3,0,8.5,619,0
568.6,20,0,101.53,180,0
298.58,12,0,18.55,69,0
375.05,2,0,4.24,504,0
501.02,22,0,2.91,728,0
38.29,21,0,10.1,996,0
15.48,23,0,6.06,373,0
382.07,12,0,15.76,324,0
159.76,12,0,13.13,594,0
319.95,14,0,30.66,859,0
286.27,20,0,6.26,434,0
705.16,1,0,12.93,810,0
188.97,14,0,10.68,516,0
1629.28,16,0,23.53,353,0
434.0,1,0,7.69,148,0
1109.89,16,0,15.85,151,0
32.49,17,0,10.27,786,0
1233.27,11,0,40.09,146,0
319.14,3,0,2.06,763,0
63.04,19,0,2.36,783,0
64.58,3,0,1.81,867,0
273.59,16,0,2.19,987,0
1980.66,14,0,11.15,864,0
455.93,21,0,4.67,941,0
678.05,7,0,16.6,736,0
46.77,3,0,6.06,359,0
555.74,18,0,23.77,629,0
1805.54,12,0,1.27,633,0
391.89,3,0,31.07,338,0
212.22,16,1,50.38,495,0
1869.63,0,0,36.95,814,0
184.71,3,0,2.91,560,0
1066.77,22,0,2.78,479,0
614.34,10,0,27.96,909,0
380.26,20,0,2.9,619,0
72.35,16,0,63.87,739,0
1401.64,11,0,3.23,532,0
648.48,22,0,29.61,880,0
2007.69,8,0,4.04,605,0
62.29,8,0,17.75,343,0
447.46,10,1,7.91,123,0
64.47,8,0,1.18,734,0
1768.92,0,0,18.28,953,0
233.41,21,0,1.0,481,0
278.47,21,0,0.8,30,0
841.48,14,0,14.56,959,0
345.33,20,0,4.25,862,0
186.88,13,0,8.24,321,0
120.26,22,0,4.09,501,0
49.98,9,0,8.5,782,0
1104.77,11,0,6.29,136,0
385.72,19,0,6.4,765,0
840.16,10,0,13.47,533,0
798.8,5,0,7.86,161,0
448.46,2,0,1.9,992,0
840.84,2,1,8.8,268,0
766.99,14,0,32.18,33,0
269.17,1,0,16.84,378,0
35.96,7,0,7.56,615,0
1900.8,17,0,0.66,60,0
2040.29,11,0,5.67,323,0
1009.48,16,0,30.79,813,0
117.78,21,0,12.58,888,0
206.53,8,0,13.28,111,0
428.26,12,0,4.4,857,0
197.8,17,2,14.58,820,0
1214.6,2,0,13.48,540,0
435.95,8,0,2.35,165,0
213.8,15,0,34.83,230,0
1164.87,5,0,15.54,847,0
36.97,20,0,43.77,681,0
525.13,2,0,6.09,782,0
837.86,7,0,8.69,557,0
110.82,15,0,26.29,103,0
2618.79,8,0,10.1,24,0
702.31,9,0,35.55,79,0
1877.08,11,0,9.43,771,0
1539.57,9,0,7.8,494,0
33.79,3,0,19.16,313,0
276.37,14,0,71.8,28,0
659.46,6,0,16.62,451,0
369.35,19,0,4.43,433,0
91.2,17,2,2.09,828,0
578.58,3,0,17.82,464,0
186.92,4,0,5.48,865,0
822.24,2,0,7.97,494,0
536.29,9,0,4.92,645,0
247.63,15,0,4.32,619,0
484.03,22,0,22.41,789,0
265.97,8,0,36.06,92,0
613.15,3,0,10.3,719,0
285.89,5,0,25.6,778,0
250.33,19,0,4.0,875,0
141.3,8,0,12.91,817,0
246.93,16,0,30.07,640,0
1178.02,0,0,61.69,117,0
88.41,8,0,2.41,479,0
2105.51,12,0,2.36,887,0
264.79,3,1,0.55,897,0
1501.24,13,0,8.69,988,0
264.32,9,0,5.23,528,0
31.23,9,0,3.57,680,0
456.84,7,0,66.2,882,0
35.33,16,0,35.5,614,0
1377.44,12,0,14.79,41,0
699.97,4,1,17.58,533,0
368.12,12,0,22.2,947,0
981.59,17,0,11.8,200,0
158.1,11,0,4.07,523,0
461.22,19,0,33.74,979,0
45.8,4,0,26.46,840,0
108.44,11,0,14.89,96,0
93.43,10,0,5.06,369,0
2350.56,13,0,18.25,341,0
978.72,14,1,2.45,576,0
546.8,14,0,3.48,878,0
158.58,5,0,6.77,529,0
517.39,22,0,6.39,185,0
109.46,17,0,5.75,112,0
1132.92,17,0,4.6,128,0
64.58,10,0,10.0,615,0
470.69,10,0,26.21,744,0
26.78,15,0,2.01,800,0
25.51,18,0,4.93,470,0
537.66,4,0,9.87,222,0
347.86,11,0,2.17,543,0
36.35,2,0,28.19,544,0
540.25,16,0,11.02,607,0
837.98,5,2,1.53,323,0
549.67,1,0,8.81,182,0
39.24,10,0,8.17,217,0
280.27,12,0,4.67,491,0
1084.31,21,0,13.44,477,0
228.85,15,0,2.35,973,0
78.76,13,0,3.66,292,0
1494.69,4,0,21.33,366,0
984.78,22,1,15.93,689,0
147.56,21,0,53.16,549,0
573.29,14,0,18.71,593,0
166.33,21,0,12.11,45,0
32.61,10,0,1.84,359,0
85.45,7,0,5.38,50,0
196.93,22,0,1.8,849,0
68.44,21,0,2.98,853,0
489.14,11,0,3.06,194,0
280.94,13,0,74.2,704,0
151.26,23,0,18.38,341,0
1744.36,6,0,10.62,383,0
233.46,22,0,10.28,486,0
1084.45,19,0,23.25,599,0
140.09,9,0,2.15,119,0
211.3,22,0,12.64,497,0
1892.74,4,0,32.65,720,0
2811.33,2,0,4.47,578,0
49.92,8,0,17.84,266,0
74.98,8,0,26.83,340,0
1371.45,10,0,2.9,412,0
563.71,23,0,5.57,784,0
692.35,22,0,7.37,884,0
211.32,13,0,5.66,265,0
89.71,3,0,1.8,215,0
1187.49,11,0,24.69,214,0
261.62,13,0,5.36,536,0
499.17,18,0,12.2,485,0
120.7,16,0,2.97,930,0
90.33,20,0,3.39,310,0
123.45,23,0,16.63,303,0
235.35,13,0,17.41,409,0
175.79,10,0,2.32,378,0
68.08,8,0,7.01,295,0
488.46,18,0,12.28,531,0
342.83,4,0,2.77,575,0
527.59,23,0,21.36,118,0
549.84,9,0,7.6,475,0
709.75,10,0,48.13,807,0
528.56,15,0,8.32,64,0
507.53,8,0,4.31,383,0
481.61,5,0,43.94,682,0
1233.05,7,0,37.58,749,0
209.52,12,0,16.65,529,0
358.12,18,0,39.68,231,0
1052.43,23,1,4.31,261,0
408.83,18,0,15.26,626,0
1430.82,8,0,69.01,37,0
537.98,15,0,8.3,572,0
2040.1,9,0,9.11,882,0
574.02,14,0,34.31,946,0
138.8,4,0,21.72,72,0
32.37,14,0,7.54,711,0
330.12,9,0,15.02,75,0
819.46,9,0,27.46,812,0
609.32,7,0,13.34,716,0
107.93,13,0,10.06,675,0
1186.53,16,0,1.24,797,0
231.8,12,0,4.37,927,0
287.5,1,0,1.98,259,0
416.12,9,0,3.54,189,0
15.51,6,0,19.94,706,0
1661.51,22,0,9.21,85,0
511.71,9,0,14.29,322,0
501.0,14,0,9.02,340,0
86.98,4,0,33.95,786,0
514.29,6,0,11.63,77,0
1132.78,10,0,1.86,961,0
794.09,13,0,50.59,934,0
302.08,0,1,86.64,638,0
361.18,16,0,1.59,655,0
386.94,0,0,24.6,538,0
1504.6,4,0,11.79,121,0
29.85,21,0,26.17,289,0
1207.23,12,0,4.96,885,0
426.73,18,0,2.0,739,0
266.49,19,0,3.73,84,0
2257.25,11,0,8.71,391,0
76.79,17,0,2.1,148,0
2231.54,20,0,1.28,680,0
328.89,17,1,13.53,188,0
688.54,6,0,11.83,294,0
987.82,10,0,4.8,619,0
625.9,2,0,1.9,682,0
935.98,18,0,7.41,906,0
1366.15,10,1,0.83,997,0
356.41,19,0,12.57,653,0
281.94,17,0,2.64,679,0
413.79,16,0,55.7,926,0
60.54,21,0,4.52,805,0
831.56,12,1,3.6,633,0
46.27,8,0,18.71,850,0
924.02,10,0,65.01,117,0
365.3,17,0,2.42,245,0
94.44,2,0,9.65,971,0
131.48,8,0,6.95,715,0
1894.86,23,0,3.5,759,0
941.05,23,0,19.91,133,0
931.09,18,0,0.76,741,0
435.15,9,1,18.35,857,0
2150.62,3,0,46.99,907,0
721.72,19,0,14.86,677,0
223.59,10,2,2.34,614,0
1540.23,22,0,2.96,689,0
749.79,13,0,22.13,974,0
992.4,17,0,25.1,742,0
36.33,16,0,10.88,635,0
29.39,5,0,44.67,647,0
119.51,15,0,53.06,983,0
68.67,17,0,1.19,971,0
1104.83,20,0,20.77,743,0
28.78,11,0,2.54,173,0
84.42,19,0,12.15,648,0
217.45,14,0,8.62,30,0
1212.77,18,0,41.53,320,0
340.92,12,0,2.74,166,0
204.52,4,0,25.62,929,0
1142.41,5,0,17.63,179,0
60.9,6,0,3.79,604,0
391.85,11,0,2.28,61,0
2731.61,11,0,7.41,766,0
1051.29,17,0,8.7,838,0
167.3,13,0,39.27,121,0
107.94,15,1,10.28,618,0
305.19,10,0,29.56,268,0
21.06,12,1,13.57,969,0
935.86,1,0,6.54,84,0
512.33,0,0,9.92,761,0
149.04,17,0,29.46,705,0
113.93,17,0,31.83,618,0
50.29,16,0,3.74,250,0
76.42,22,0,3.67,888,0
599.34,1,0,35.61,148,0
696.85,16,0,40.7,803,0
524.36,2,0,45.28,167,0
2685.45,20,0,17.27,749,0
121.22,5,0,7.25,785,0
392.24,21,0,5.23,955,0
358.05,0,0,5.8,872,0
1468.42,2,0,38.73,181,0
37.73,23,0,12.42,650,0
924.81,14,0,16.0,190,0
326.02,6,0,18.44,230,0
429.9,10,0,27.4,482,0
1723.92,9,1,8.67,40,0
741.49,6,0,10.24,565,0
34.55,7,0,8.6,876,0
831.72,22,0,63.35,261,0
558.5,14,0,20.36,593,0
179.67,21,0,8.62,735,0
478.9,16,0,10.29,833,0
604.27,18,0,17.18,529,0
1000.67,17,0,17.28,817,0
131.93,15,0,19.23,70,0
484.64,14,1,10.35,287,0
673.45,14,0,6.82,483,0
120.01,10,0,1.78,476,0
478.33,22,0,9.19,75,0
241.14,14,0,5.98,529,0
988.59,11,0,1.34,803,0
430.3,7,1,31.42,310,0
39.95,21,0,26.57,151,0
1326.76,4,0,4.89,447,0
230.21,14,0,14.61,342,0
205.29,11,0,4.75,307,0
706.11,15,0,11.45,512,0
454.41,18,0,40.78,227,0
2076.42,20,0,11.83,289,0
303.72,12,0,26.57,496,0
160.92,23,0,22.27,231,0
946.2,17,0,4.29,883,0
1575.23,16,0,54.76,884,0
201.64,11,0,23.23,253,0
32.0,6,0,5.16,509,0
198.87,1,0,3.17,147,0
975.76,15,0,31.89,521,0
525.25,8,0,14.79,951,0
771.79,19,0,6.97,279,0
1354.45,6,0,29.98,698,0
97.29,5,0,17.64,56,0
1453.91,2,0,5.49,757,0
220.27,6,0,2.35,224,0
174.64,23,0,2.5,117,0
322.6,14,0,31.5,699,0
389.06,0,0,12.94,397,0
180.3,8,0,5.33,116,0
241.38,0,0,2.69,498,0
156.18,21,0,49.9,923,0
210.5,2,0,22.53,481,0
344.51,12,0,2.34,42,0
32.39,2,0,10.42,322,0
431.54,21,0,12.11,624,0
5025.49,3,0,11.23,649,0
263.33,9,0,5.18,602,0
994.3,11,0,1.99,142,0
570.31,0,0,6.32,791,0
1129.5,14,0,48.0,680,0
226.9,8,0,2.41,367,0
267.61,10,0,1.11,283,0
111.5,2,0,30.52,905,0
218.8,8,0,9.53,273,0
1037.66,23,0,40.71,826,0
37.39,12,0,57.91,802,0
302.22,20,0,16.07,54,0
1323.39,1,0,36.63,833,0
123.47,1,0,19.36,397,0
39.97,7,0,5.14,758,0
206.52,7,0,3.07,52,0
461.6,0,0,26.16,882,0
149.11,2,0,17.55,241,0
47.02,2,0,0.88,511,0
75.46,12,0,7.34,865,0
2284.76,18,0,10.37,144,0
103.71,1,0,1.08,712,0
1044.86,12,0,48.29,916,0
988.38,12,0,3.71,950,0
28.26,16,0,73.37,933,0
1253.69,5,0,28.58,331,0
132.32,1,0,33.42,842,0
545.17,8,0,11.12,132,0
282.78,5,0,16.05,640,0
209.96,10,0,66.77,807,0
405.16,4,0,3.87,970,0
602.67,0,1,22.34,82,0
1115.51,21,0,26.01,92,0
364.0,12,0,5.37,443,0
405.9,17,1,26.09,942,0
1505.87,5,0,5.16,750,0
307.09,11,0,9.41,340,0
148.3,7,0,10.49,585,0
185.49,22,0,5.5,979,0
807.77,14,0,1.03,824,0
170.7,14,1,6.14,688,0
707.48,18,0,18.34,845,0
956.61,11,0,1.96,818,0
24.57,18,0,8.85,870,0
234.58,7,0,7.09,637,0
559.22,4,0,10.76,154,0
878.28,10,0,19.84,641,0
38.88,23,0,23.91,258,0
256.27,20,0,13.09,359,0
1788.46,21,0,8.92,548,0
238.43,16,0,15.28,611,0
217.27,23,0,24.14,841,0
23.29,4,0,13.32,244,0
20.27,14,0,4.39,408,0
114.54,9,0,3.42,487,0
1869.5,11,0,15.85,762,0
97.72,23,0,15.72,196,0
65.31,8,0,23.44,587,0
71.28,0,0,16.64,149,0
1354.16,15,0,12.34,866,0
351.49,11,0,11.73,594,0
108.78,12,0,20.9,754,0
540.39,15,0,3.23,59,0
27.84,5,0,22.45,614,0
25.36,5,0,31.42,684,0
482.65,4,0,13.64,102,0
113.9,3,0,31.69,838,0
144.57,22,0,28.75,93,0
98.63,13,0,1.3,911,0
800.69,12,1,18.75,490,0
148.95,16,0,19.23,188,0
340.36,20,0,50.7,531,0
112.58,12,0,21.99,184,0
426.39,16,1,5.27,296,0
997.35,3,0,27.29,392,0
178.6,22,0,52.91,466,0
421.13,15,0,35.76,69,0
21.16,0,0,6.87,452,0
1517.95,8,0,24.02,897,0
656.86,1,0,1.9,943,0
765.94,23,0,8.97,52,0
81.14,3,0,53.15,939,0
790.64,18,0,21.94,774,0
37.24,6,0,2.31,420,0
287.24,13,0,7.2,910,0
1617.22,5,0,33.84,357,0
190.63,3,0,1.98,351,0
995.04,21,0,8.83,966,0
496.72,18,0,13.22,394,0
33.98,3,0,2.85,503,0
404.88,14,0,2.15,481,0
67.44,16,0,6.75,224,0
300.87,19,0,3.18,976,0
596.93,7,0,6.7,490,0
241.81,19,0,3.57,792,0
817.88,17,0,27.36,537,0
78.56,9,0,11.79,689,0
277.05,20,0,15.97,17,0
74.98,8,2,2.57,671,0
677.01,17,0,37.13,738,0
272.49,3,0,6.17,177,0
270.44,2,0,19.84,930,0
1459.52,10,0,10.64,822,0
1503.3,9,0,99.86,402,0
1281.62,1,0,11.35,494,0
24.17,17,0,1.71,340,0
921.53,3,0,9.76,296,0
58.69,1,0,8.02,799,0
746.65,10,0,14.13,564,0
806.48,16,0,15.38,516,0
171.31,4,0,39.22,518,0
1702.66,7,0,19.85,996,0
65.04,3,0,26.18,850,0
428.66,20,0,18.56,851,0
468.5,17,0,28.14,126,0
55.05,4,0,0.88,288,0
3149.3,2,0,8.52,318,0
25.86,8,0,6.24,668,0
307.66,22,0,81.58,452,0
239.51,4,0,36.01,361,0
509.09,20,0,48.93,504,0
72.04,12,0,2.41,469,0
142.6,4,0,30.75,572,0
328.22,23,0,20.35,68,0
833.61,19,0,7.47,635,0
178.01,14,0,32.21,152,0
41.65,9,0,6.48,876,0
238.65,4,0,0.74,861,0
684.96,6,0,7.77,342,0
586.9,23,0,24.41,906,0
619.34,11,0,0.58,307,0
180.35,8,0,8.08,995,0
405.82,0,0,9.25,979,0
588.69,0,0,58.69,924,0
634.51,10,0,16.32,58,0
40.71,20,0,23.62,935,0
596.15,19,0,21.87,101,0
282.91,4,0,4.32,962,0
514.8,4,0,17.53,900,0
117.29,6,0,2.12,840,0
1693.65,21,0,6.11,807,0
174.22,17,0,31.53,95,0
920.13,2,0,2.08,851,0
399.82,16,0,1.42,924,0
74.54,17,0,18.62,910,0
357.69,17,0,17.2,271,0
586.59,2,0,5.48,517,0
391.73,8,0,64.24,805,0
1258.78,16,0,0.96,563,0
151.61,3,0,2.17,348,0
319.45,10,0,13.1,671,0
695.7,12,0,9.22,322,0
224.16,10,0,35.72,484,0
272.52,5,0,2.16,833,0
193.34,19,0,9.65,75,0
1006.41,18,0,10.61,144,0
179.77,16,0,17.67,622,0
93.48,7,0,2.19,529,0
2097.37,17,0,29.06,550,0
764.54,0,0,9.88,501,0
1037.71,17,2,12.93,989,0
50.83,18,0,1.79,82,0
595.0,19,0,8.25,448,0
107.3,13,0,7.3,456,0
1517.22,11,0,1.75,404,0
679.19,2,0,16.0,267,0
273.8,2,0,18.1,293,0
281.12,18,0,20.65,338,0
890.53,7,0,9.63,118,0
435.35,21,0,15.93,458,0
887.68,8,0,12.38,790,0
113.16,14,1,8.09,68,0
999.75,4,0,13.02,555,0
712.44,11,0,39.45,364,0
88.62,20,0,30.43,466,0
1036.38,19,0,56.36,179,0
460.76,4,0,7.95,350,0
1009.11,18,0,4.3,158,0
940.47,8,0,3.87,991,0
1028.18,4,0,25.3,694,0
253.68,16,0,7.31,720,0
2565.77,21,1,9.66,891,0
166.3,20,0,115.16,649,0
64.3,22,0,17.38,176,0
348.14,10,0,47.12,965,0
108.97,22,0,26.27,636,0
198.05,20,0,11.03,177,0
19.84,9,0,56.78,64,0
1655.66,6,0,0.53,51,0
153.16,7,0,17.09,932,0
44.59,21,0,9.7,600,0
585.54,4,0,42.29,733,0
2051.18,19,0,11.64,898,0
751.18,22,1,12.25,700,0
230.34,3,0,33.09,469,0
250.38,5,0,9.5,414,0
438.43,13,0,20.98,983,0
599.5,17,0,12.49,467,0
417.05,8,0,9.37,895,0
131.31,5,0,45.59,737,0
2554.92,13,0,4.48,463,0
177.13,1,0,6.13,404,0
315.17,17,0,4.55,513,0
843.19,9,0,3.36,688,0
544.24,16,0,19.03,811,0
828.22,22,0,26.49,778,0
1855.76,8,0,8.08,123,0
537.59,0,0,2.99,420,0
101.66,0,0,14.22,366,0
101.24,4,0,9.32,760,0
32.67,18,1,21.28,385,0
417.6,10,0,4.62,584,0
412.01,21,0,12.13,874,0
678.37,3,0,1.38,696,0
588.6,4,0,66.79,889,0
251.02,2,0,15.54,362,0
498.51,2,0,8.32,403,0
375.22,9,0,3.0,978,0
378.53,20,0,2.54,150,0
784.82,17,0,6.87,603,0
252.22,6,0,12.1,601,0
473.18,13,0,6.53,265,0
113.91,0,0,1.14,584,0
1047.33,10,0,3.63,375,0
552.3,19,0,21.94,283,0
924.66,12,0,36.4,610,0
552.23,7,0,6.34,870,0
777.07,20,0,29.26,282,0
2282.96,20,0,24.58,689,0
1401.28,17,0,17.16,496,0
116.59,22,0,27.01,772,0
289.11,23,0,16.68,241,0
1055.55,23,0,2.78,147,0
1412.1,16,0,4.6,266,0
41.35,3,1,35.94,678,0
145.17,5,0,12.26,731,0
545.42,21,0,6.52,635,0
1500.09,4,0,8.88,411,0
586.55,0,0,107.53,502,0
475.12,8,0,30.02,510,0
29.68,13,0,25.66,266,0
1312.69,7,0,1.68,378,0
381.8,20,0,1.99,609,0
1929.78,11,0,5.16,249,0
424.44,17,0,15.24,164,0
402.97,11,0,1.06,574,0
717.33,12,0,10.37,140,0
226.12,13,0,7.19,488,0
113.16,17,0,21.96,959,0
406.5,16,0,31.23,508,0
980.7,19,0,17.29,936,0
148.13,5,0,32.75,354,0
601.0,16,0,14.77,300,0
1860.62,2,0,21.28,926,0
308.79,16,0,20.73,488,0
599.23,4,0,5.43,587,0
28.62,19,0,2.58,456,0
39.98,13,0,11.18,414,0
385.23,4,0,15.65,145,0
161.85,12,0,1.74,804,0
793.33,14,0,11.08,47,0
53.29,0,0,13.21,164,0
94.51,23,0,1.98,165,0
827.44,12,0,3.79,912,0
53.85,7,0,11.98,502,0
842.3,15,0,4.76,787,0
2036.76,8,0,26.22,864,0
429.24,17,0,12.64,507,0
222.78,10,0,1.36,903,0
939.58,17,1,17.77,535,0
24.57,6,0,16.8,988,0
1114.54,17,0,0.68,105,0
360.42,18,0,3.97,507,0
110.88,16,0,18.3,907,0
441.67,19,0,3.13,581,0
1317.47,13,0,36.16,154,0
1308.04,13,0,42.56,827,0
2074.78,20,0,54.75,49,0
61.36,17,1,9.55,486,0
451.16,0,0,18.6,279,0
127.95,23,0,36.49,621,0
587.69,2,0,7.32,129,0
631.68,21,0,38.26,559,0
37.35,1,0,67.45,910,0
666.16,4,0,1.65,373,0
1524.74,8,0,4.76,289,0
1838.78,2,0,6.24,24,0
651.31,5,0,17.18,90,0
63.08,8,0,23.2,714,0
92.15,15,0,22.49,982,0
635.67,20,0,1.3,872,0
280.72,8,0,7.6,826,0
567.98,20,0,4.27,20,0
316.4,15,0,44.54,341,0
1704.13,7,0,22.26,633,0
551.23,7,0,39.63,110,0
1075.29,14,0,8.71,313,0
427.66,0,0,3.77,693,0
571.97,5,0,16.21,530,0
287.42,17,0,2.93,246,0
311.07,21,0,21.19,485,0
1237.69,3,0,29.58,768,0
1407.53,18,0,5.18,623,0
825.4,5,0,4.2,758,0
307.01,1,0,8.05,896,0
525.03,21,0,15.11,560,0
264.31,2,0,26.3,241,0
800.72,2,0,25.18,671,0
289.71,23,0,25.45,103,0
349.92,4,0,106.5,119,0
1053.4,22,1,19.72,846,0
470.44,10,0,1.19,684,0
1205.05,9,0,8.56,436,0
122.59,22,0,26.78,373,0
1404.72,22,0,5.36,97,0
137.73,8,0,16.37,648,0
689.55,11,1,14.64,863,0
728.39,1,0,5.34,701,0
15.75,8,0,14.28,667,0
187.87,0,0,21.13,992,0
431.57,16,0,20.55,678,0
367.13,2,0,20.53,266,0
331.85,16,0,4.37,106,0
61.33,6,1,5.68,709,0
203.27,22,1,9.81,514,0
972.6,2,0,17.72,404,0
673.29,3,0,9.38,752,0
380.61,18,0,8.38,238,0
446.57,7,0,22.64,505,0
163.54,18,0,7.43,239,0
102.04,14,0,4.91,75,0
717.59,7,0,5.77,46,0
356.59,10,0,10.08,456,0
1936.78,13,0,8.25,636,0
345.97,18,0,8.75,170,0
2598.04,18,0,38.76,99,0
